hero_1_id,hero_1_name,type,hero_2_id,hero_2_name,advantage,safelane_matches,safelane_wins,safelane_winrate,midlane_matches,midlane_wins,midlane_winrate,offlane_matches,offlane_wins,offlane_winrate,soft_support_matches,soft_support_wins,soft_support_winrate,hard_support_matches,hard_support_wins,hard_support_winrate
35,Sniper,vs,71,Spirit Breaker,-0.00388,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,1,Anti-Mage,-0.00414,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,98,Timbersaw,-0.0046,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,95,Troll Warlord,-0.00501,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,51,Clockwerk,-0.00505,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,9,Mirana,-0.0055,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,61,Broodmother,-0.0055,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,74,Invoker,-0.00552,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,56,Clinkz,-0.00572,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,54,Lifestealer,-0.00628,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,128,Snapfire,-0.00695,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,34,Tinker,-0.0075,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,44,Phantom Assassin,-0.00789,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,111,Oracle,-0.00804,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,58,Enchantress,-0.00864,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,4,Bloodseeker,-0.00906,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,65,Batrider,-0.00919,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,12,Phantom Lancer,-0.01089,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,131,Ringmaster,-0.01094,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,21,Windranger,-0.01111,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,39,Queen of Pain,-0.01153,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,83,Treant Protector,-0.01406,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,70,Ursa,-0.01409,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,22,Zeus,-0.01435,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,126,Void Spirit,-0.01437,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,129,Mars,-0.01437,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,113,Arc Warden,-0.01472,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,63,Weaver,-0.01475,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,107,Earth Spirit,-0.01478,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,55,Dark Seer,-0.01614,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,93,Slark,-0.01658,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,77,Lycan,-0.02022,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,2,Axe,-0.02039,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,14,Pudge,-0.02047,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,120,Pangolier,-0.02174,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,10,Morphling,-0.02755,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,137,Primal Beast,-0.02931,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,88,Nyx Assassin,-0.02986,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,17,Storm Spirit,-0.03426,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,96,Centaur Warrunner,-0.03758,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,vs,67,Spectre,-0.03819,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,42,Wraith King,0.01722,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,32,Riki,0.01677,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,93,Slark,0.01673,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,20,Vengeful Spirit,0.01666,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,92,Visage,0.01547,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,27,Shadow Shaman,0.01529,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,28,Slardar,0.01468,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,62,Bounty Hunter,0.01442,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,100,Tusk,0.01372,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,81,Chaos Knight,0.01364,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,89,Naga Siren,0.01319,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,79,Shadow Demon,0.01126,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,14,Pudge,0.00826,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,88,Nyx Assassin,0.00787,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,85,Undying,0.00774,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,137,Primal Beast,0.00754,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,67,Spectre,0.00698,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,51,Clockwerk,0.00678,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,66,Chen,0.00666,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,4,Bloodseeker,0.00666,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,63,Weaver,0.00631,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,8,Juggernaut,0.00626,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,111,Oracle,0.00624,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,6,Drow Ranger,0.00593,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,103,Elder Titan,0.00531,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,1,Anti-Mage,0.0051,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,3,Bane,0.00465,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,83,Treant Protector,0.0046,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,26,Lion,0.00433,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,2,Axe,0.00414,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,12,Phantom Lancer,0.00362,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,71,Spirit Breaker,0.00356,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,5,Crystal Maiden,0.00348,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,50,Dazzle,0.00326,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,38,Beastmaster,0.00323,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,102,Abaddon,0.00323,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,40,Venomancer,0.00258,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,60,Night Stalker,0.00257,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,84,Ogre Magi,0.00253,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,9,Mirana,0.00225,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,94,Medusa,0.00223,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,49,Dragon Knight,0.00148,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,80,Lone Druid,0.00123,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,33,Enigma,0.00119,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,77,Lycan,0.00109,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,95,Troll Warlord,0.00093,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,131,Ringmaster,0.0009,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,30,Witch Doctor,0.00089,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,10,Morphling,0.00063,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,19,Tiny,0.00046,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,54,Lifestealer,0.00041,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,107,Earth Spirit,0.00038,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,43,Death Prophet,0.00013,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,22,Zeus,-4e-05,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,65,Batrider,-6e-05,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,41,Faceless Void,-0.0001,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,104,Legion Commander,-0.00027,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,55,Dark Seer,-0.00036,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,99,Bristleback,-0.00036,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,17,Storm Spirit,-0.00047,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,110,Phoenix,-0.00055,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,78,Brewmaster,-0.00124,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,75,Silencer,-0.0013,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,129,Mars,-0.0013,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,31,Lich,-0.0014,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,105,Techies,-0.00195,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,70,Ursa,-0.00218,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,15,Razor,-0.00236,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,121,Grimstroke,-0.00321,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,101,Skywrath Mage,-0.00324,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,126,Void Spirit,-0.00391,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,44,Phantom Assassin,-0.00421,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,57,Omniknight,-0.00437,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,135,Dawnbreaker,-0.00472,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,58,Enchantress,-0.00482,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,34,Tinker,-0.00519,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,48,Luna,-0.00557,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,96,Centaur Warrunner,-0.00566,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,29,Tidehunter,-0.00587,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,64,Jakiro,-0.00776,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,87,Disruptor,-0.00782,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,72,Gyrocopter,-0.0079,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,16,Sand King,-0.00791,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,86,Rubick,-0.00825,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,120,Pangolier,-0.00856,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,97,Magnus,-0.00862,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,74,Invoker,-0.00887,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,109,Terrorblade,-0.00891,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,36,Necrophos,-0.00948,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,21,Windranger,-0.00958,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,18,Sven,-0.00981,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,37,Warlock,-0.01001,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,119,Dark Willow,-0.01002,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,69,Doom,-0.01034,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,46,Templar Assassin,-0.01058,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,123,Hoodwink,-0.01161,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,90,Keeper of the Light,-0.01222,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,108,Underlord,-0.0123,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,45,Pugna,-0.0124,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,91,Io,-0.01247,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,73,Alchemist,-0.01248,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,23,Kunkka,-0.01273,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,128,Snapfire,-0.01376,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,13,Puck,-0.01379,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,39,Queen of Pain,-0.01388,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,59,Huskar,-0.01431,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,56,Clinkz,-0.01524,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,68,Ancient Apparition,-0.01557,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,7,Earthshaker,-0.01693,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,145,Kez,-0.01757,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,98,Timbersaw,-0.01804,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,112,Winter Wyvern,-0.02009,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,106,Ember Spirit,-0.02068,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,114,Monkey King,-0.02107,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,25,Lina,-0.02425,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,82,Meepo,-0.02487,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,138,Muerta,-0.02506,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,136,Marci,-0.02539,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,53,Nature's Prophet,-0.02619,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,76,Outworld Destroyer,-0.02647,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,11,Shadow Fiend,-0.02675,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,47,Viper,-0.02758,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,52,Leshrac,-0.03012,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,113,Arc Warden,-0.03322,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
35,Sniper,with,61,Broodmother,-0.04694,30036,12854,0.428,95776,44272,0.4622,6060,2750,0.4538,30517,14139,0.4633,13657,6222,0.4556
36,Necrophos,vs,89,Naga Siren,0.07043,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,12,Phantom Lancer,0.0616,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,42,Wraith King,0.05779,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,29,Tidehunter,0.04309,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,59,Huskar,0.03629,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,32,Riki,0.03196,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,93,Slark,0.02791,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,71,Spirit Breaker,0.02461,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,49,Dragon Knight,0.02367,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,57,Omniknight,0.02361,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,99,Bristleback,0.02045,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,82,Meepo,0.02031,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
36,Necrophos,vs,137,Primal Beast,0.02018,3788,1938,0.5116,77371,40756,0.5268,39314,19978,0.5082,4750,2318,0.488,2561,1228,0.4795
